Salted, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,Checked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,Checked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,Checked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,UnChecked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,Checked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,Checked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,NOT,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 2,REAL,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,Checked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,UnChecked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,Checked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,p,UnChecked,0,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,frozen yogurt,UnChecked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,ice cream,Checked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,coca cola,UnChecked,1,1,,,
103417fc17b41e464721774efc600db09b07e2c1f54facfee6ac800bdec821ca57a47,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,a popsicle,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,Checked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,Checked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,meat,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 2,cylinder,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,Checked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,UnChecked,1,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,p,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,coca cola,Checked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,a popsicle,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,frozen yogurt,UnChecked,0,1,,,
103728b98a8b498f25d1180504e126778c6edc8c246ab8314d114065b18ffd19a2549,1,1/16/2025 9:30,1/16/2025 9:33,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,ice cream,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,Checked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,Checked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,Checked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,Checked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,Checked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,Checked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,jeremy,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 2,gauker,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,Checked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,Checked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,p,UnChecked,0,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,coca cola,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,ice cream,Checked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,a popsicle,UnChecked,1,1,,,
10403e9976b3ac00d57a88ed7568d9d78ba0e35e67f10626f066d03163ab870b8f392,1,1/16/2025 9:36,1/16/2025 9:38,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",FALSE,1,frozen yogurt,UnChecked,1,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,4,MC,,How many letters are in the alphabet?,FALSE,1,11,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,4,MC,,How many letters are in the alphabet?,FALSE,1,7,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,4,MC,,How many letters are in the alphabet?,FALSE,1,26,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,4,MC,,How many letters are in the alphabet?,FALSE,1,11010,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Disney sues you,UnChecked,1,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,Paul Bettany joins you,UnChecked,1,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",FALSE,1,You have two ships,Checked,1,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,6,T/F,,Something can be both New and Improved,FALSE,1,TRUE,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,6,T/F,,Something can be both New and Improved,FALSE,1,FALSE,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 1,Oscar,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",FALSE,1,Answer for blank # 2,Mayer,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,8,MC,,Is your answer to this question 'no'?,FALSE,1,yes,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,8,MC,,Is your answer to this question 'no'?,FALSE,1,no,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,s,UnChecked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,c,Checked,0,1,,,
1043464a1cff31161711d49dd5a35137d6d54c29e4c32b976def6dcbc5f2c7a192c88,1,1/16/2025 9:32,1/16/2025 9:37,,9,MC,,"In the word ""scent"", which letter is silent?",FALSE,1,a,UnChecked,0,1,,,
